[Thu Apr 18 19:42:10 2024] ThreadID[37844]	Start Program. 
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.186
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -2.210300 Y 2.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.187
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -2.210300 Y 4.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.188
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -4.103000 Y 2.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.189
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -4.103000 Y 4.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.190
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.103000 Y 2.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.191
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.103000 Y 4.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.192
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -8.103000 Y 2.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.193
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -8.103000 Y 4.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.194
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.103000 Y 2.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.195
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.103000 Y 4.000000 Z -7.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.032
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -1.303000 Y 4.000000 Z -8.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.033
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 1.250400 Y 4.000000 Z -8.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.034
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -9.991100 Y 2.000000 Z -17.975901
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.035
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -9.991100 Y 4.000000 Z -17.975901
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.036
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 2.000000 Z -8.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.037
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 4.000000 Z -8.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.038
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 2.000000 Z -10.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.039
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 4.000000 Z -10.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.042
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -12.588000 Y 2.000000 Z -17.774401
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.043
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -12.588000 Y 4.000000 Z -17.774401
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.046
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -12.364700 Y 2.000000 Z -13.774400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.047
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -12.364700 Y 4.000000 Z -13.774400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.048
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -16.302999 Y 2.000000 Z -11.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.049
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -16.302999 Y 4.000000 Z -14.342200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.023
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -14.603000 Y 0.000000 Z -2.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.025
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -16.302999 Y 2.000000 Z -14.342200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.078
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 4.000000 Z -10.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.196
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 2.000000 Z -10.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.199
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -16.302999 Y 4.000000 Z -9.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.203
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.428100 Y 0.000000 Z -20.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.204
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.382300 Y 2.000000 Z -20.996000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.205
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -3.874700 Y 0.000000 Z -20.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.206
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -3.874700 Y 2.000000 Z -20.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.207
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -13.749600 Y 0.000000 Z -11.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.208
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -16.302999 Y 0.000000 Z -11.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.209
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -16.302999 Y 2.000000 Z -11.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.210
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -3.874700 Y 4.000000 Z -18.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.213
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -16.302999 Y 2.000000 Z -11.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.214
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -3.874700 Y 4.000000 Z -20.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.220
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -2.871100 Y 0.000000 Z -25.897800
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.221
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -5.124900 Y 0.000000 Z -25.897800
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.222
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -5.124900 Y 2.000000 Z -25.897800
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.224
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -2.754600 Y 0.000000 Z -21.897800
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.225
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -2.754600 Y 2.000000 Z -21.897800
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.228
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.428100 Y 0.000000 Z -22.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.229
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.382300 Y 2.000000 Z -22.996000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.230
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.428100 Y 0.000000 Z -24.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.231
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.382300 Y 2.000000 Z -24.996000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.068
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -12.603000 Y 2.000000 Z -4.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.069
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -12.603000 Y 0.000000 Z -4.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.075
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -19.956301 Y 0.000000 Z -4.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.180
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -19.956301 Y 2.000000 Z -4.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.185
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -18.103001 Y 0.000000 Z -4.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.216
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -18.103001 Y 2.000000 Z -4.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.217
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -19.903000 Y 0.000000 Z -8.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.218
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -19.903000 Y 2.000000 Z -8.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.226
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -17.903000 Y 0.000000 Z -8.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.227
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -17.903000 Y 2.000000 Z -8.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.055
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -13.903000 Y 4.000000 Z -9.875900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.057
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 2.000000 Z -10.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.083
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 4.000000 Z -10.975900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.097
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 2.000000 Z -12.909700
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.117
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 4.000000 Z -12.909700
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.139
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.428100 Y 0.000000 Z -18.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.171
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.382300 Y 2.000000 Z -18.996000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.177
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.174700 Y 4.000000 Z -18.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -3.874700 Y 0.000000 Z -18.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.201
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -3.874700 Y 2.000000 Z -18.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.219
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -6.174700 Y 4.000000 Z -20.985399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.040
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -14.003000 Y 4.000000 Z -12.466000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.041
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -14.003000 Y 2.000000 Z -12.466000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -1.957300 Y 2.500000 Z -1.145400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.001
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 1.942700 Y 2.500000 Z -1.145400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.002
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -0.062400 Y 4.500000 Z -17.741899
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.003
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -1.957300 Y 2.500000 Z -6.557300
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.004
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 1.942700 Y 2.500000 Z -6.557300
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.005
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -16.108101 Y 2.500000 Z -3.134500
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.006
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 12.171900 Y 2.500000 Z -6.557300
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.007
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 0.778500 Y 2.500000 Z -25.886101
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.008
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 0.794200 Y 2.500000 Z -22.132999
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.009
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -5.221500 Y 2.500000 Z -25.886101
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.010
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -8.205800 Y 4.500000 Z -8.133000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.011
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -4.205800 Y 4.500000 Z -8.133000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.012
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -1.324700 Y 4.500000 Z -10.146900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.013
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -1.324700 Y 4.500000 Z -12.496900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.014
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.790300 Y 4.500000 Z -12.481200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.015
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -10.790300 Y 4.500000 Z -10.131200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.001
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -0.011400 Y 0.000000 Z -7.849400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.002
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.003
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.001
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -0.011400 Y 0.000000 Z -7.849400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.002
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.003
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -2.211400 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.005
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 11.120800 Y 0.000000 Z -10.959000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.005
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 11.120800 Y 0.000000 Z -10.959000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.006
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.008
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.004
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.009
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -15.011400 Y 0.000000 Z -8.824900
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.004
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -15.011400 Y 0.000000 Z -8.849400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.010
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.820800 Y 0.000000 Z -23.959000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.007
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.820800 Y 0.000000 Z -23.959000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.011
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -11.021500 Y 2.000000 Z -15.835600
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.008
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -11.021500 Y 2.000000 Z -15.812200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.012
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -1.321500 Y 2.000000 Z -15.735600
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.009
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -1.321500 Y 2.000000 Z -15.712200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.013
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -5.109800 Y 2.000000 Z -17.983400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.010
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -5.133200 Y 2.000000 Z -17.983400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.014
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.007
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -0.066600 Y 0.000000 Z -0.049400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.006
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X -0.049200 Y -0.016600 Z 0.065200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.015
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.001
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 9.581100 Y 0.000000 Z -12.391800
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.002
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 14.518600 Y 0.000000 Z -15.892400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.003
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 14.918600 Y 0.000000 Z -11.673400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.004
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 4.986400 Y 0.000000 Z -20.667999
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.005
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 18.818600 Y 0.000000 Z -16.692400
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.006
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 10.319300 Y 0.000000 Z -16.653200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.007
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 13.537700 Y 0.000000 Z -20.232401
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.008
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 6.789300 Y 0.000000 Z -22.444000
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.009
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 18.818600 Y 0.000000 Z -22.992399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.010
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 18.818600 Y 0.000000 Z -24.992399
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.011
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 7.792200 Y 0.000000 Z -23.071699
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.012
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 15.836000 Y 0.000000 Z -15.019200
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.014
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 16.618601 Y 0.000000 Z -17.392401
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Model Detected: Bookcase_Empty.015
[Thu Apr 18 19:42:10 2024] ThreadID[37844]	[INFO]	Location: X 16.238100 Y 0.000000 Z -19.493799
