[Thu Jun 13 18:29:04 2024] ThreadID[18524]	Start Program. 
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 8.918300 Y -0.100000 Z -14.549400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.021
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 7.418300 Y -0.100000 Z -11.549400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.022
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 5.145300 Y -0.100000 Z -11.549400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.023
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 6.809300 Y 0.000000 Z -18.432800
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.024
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 6.809300 Y 0.000000 Z -16.332800
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.025
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 6.396000 Y 0.000000 Z -18.435200
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.026
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 6.396000 Y 0.000000 Z -20.535200
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.027
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 8.918300 Y 0.000000 Z -18.869900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.028
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 13.538600 Y 0.000000 Z -20.713699
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.029
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 11.649300 Y 0.000000 Z -22.172400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.031
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 9.645100 Y 0.000000 Z -20.232401
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.032
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 11.745100 Y 0.000000 Z -20.232401
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.033
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 17.320200 Y 0.000000 Z -25.624399
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.034
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 15.220200 Y 0.000000 Z -25.624399
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.035
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 8.731000 Y 0.000000 Z -25.624399
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.036
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 6.430000 Y 0.000000 Z -25.624399
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.037
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 13.696000 Y 0.000000 Z -24.266800
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.038
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 15.392000 Y 0.000000 Z -23.729200
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Empty.013
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 15.874200 Y 0.000000 Z -17.391001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.016
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 16.238100 Y 0.000000 Z -17.384399
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Empty
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 12.694400 Y 0.000000 Z -12.549400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Full.017
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 10.915200 Y 0.000000 Z -25.624399
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Bookcase_Empty.032
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 3.386400 Y 0.000000 Z -12.368000
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -3.105600 Y 2.000000 Z -13.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -3.105600 Y 2.000000 Z -11.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -3.105600 Y 2.000000 Z -9.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.003
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -5.105600 Y 2.000000 Z -13.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.004
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -5.105600 Y 2.000000 Z -11.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.005
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -5.105600 Y 2.000000 Z -9.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.006
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -7.105600 Y 2.000000 Z -13.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.007
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -7.105600 Y 2.000000 Z -11.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.008
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -7.105600 Y 2.000000 Z -9.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.009
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -9.105600 Y 2.000000 Z -13.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.010
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -9.105600 Y 2.000000 Z -11.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Column_Round_Short.011
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -9.105600 Y 2.000000 Z -9.295900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -7.099200 Y 3.195200 Z -11.289500
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 14.799600 Y 1.400000 Z -24.649401
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -5.099200 Y 3.195200 Z -11.289500
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.003
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -5.099200 Y 3.195200 Z -13.289500
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.004
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -3.099200 Y 3.195200 Z -13.289500
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.005
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -9.103400 Y 3.200200 Z -9.273900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.006
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -13.638900 Y 0.560400 Z -7.149100
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.007
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 10.854100 Y 0.763700 Z -16.754000
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.008
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -1.296900 Y 0.668000 Z -2.480000
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Skull.009
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 5.226200 Y 1.139600 Z -18.924601
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Stairs
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 0.012400 Y 0.000000 Z -8.886500
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Stairs.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -14.987600 Y 0.000000 Z -9.786500
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Stairs.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -5.190100 Y 0.000000 Z -20.774700
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Stairs_2
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -0.005600 Y 0.000000 Z -10.897300
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Stairs_2.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -15.005600 Y 0.000000 Z -11.797300
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Stairs_2.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -5.172100 Y 0.000000 Z -18.763901
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Pot1_Broken
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -1.511200 Y 0.027100 Z -6.418900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Pot1_Broken.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -4.016100 Y 2.014100 Z -8.441400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Pot1_Broken.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 4.272600 Y 0.018100 Z -18.263500
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Pot1
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -0.984400 Y 0.000000 Z -6.980400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Pot1.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -4.732400 Y 2.014100 Z -8.454400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Pot1.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 4.375000 Y 0.000000 Z -19.090401
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Pot2
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 1.367400 Y 0.000000 Z -6.868000
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Pot2.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -4.392400 Y 2.014100 Z -9.368300
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -13.626200 Y 0.000000 Z -6.135300
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 13.813100 Y 0.000000 Z -17.605600
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 14.813100 Y 0.000000 Z -17.605600
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.003
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 13.813100 Y 0.821900 Z -17.605600
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.004
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 14.813100 Y 0.000000 Z -24.605600
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.005
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -1.940200 Y 0.000000 Z -3.294900
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.006
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 14.813100 Y 0.821900 Z -24.605600
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.007
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -1.307800 Y 0.000000 Z -2.520200
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.008
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -1.120300 Y 0.021900 Z -3.241100
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Crate.009
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -13.626200 Y 0.000000 Z -7.135300
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -1.963000 Y 0.068700 Z -3.849400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 1.906400 Y 0.068700 Z -3.849400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -0.044700 Y 0.068700 Z -7.562400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.003
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -0.044700 Y 0.030900 Z -0.081200
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.004
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -5.126900 Y 2.025000 Z -17.701700
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.005
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -11.064500 Y 2.025000 Z -15.635500
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.006
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -1.368200 Y 2.025000 Z -15.701700
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.007
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 11.101600 Y 0.025000 Z -11.254600
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.008
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 2.753600 Y 0.025000 Z -23.962200
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.009
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 3.102400 Y 0.025000 Z -23.949499
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Flag_RoundArch.010
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -15.044700 Y 0.068700 Z -8.562400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -2.903300 Y 2.000000 Z -26.114901
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 7.063200 Y 2.000000 Z -2.849400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.002
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 12.163200 Y 2.000000 Z -3.849400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.003
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -7.111800 Y 2.000000 Z -2.987700
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.004
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -7.111800 Y 2.000000 Z -4.973400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.005
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -20.911800 Y 2.000000 Z -5.808600
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.006
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -20.911800 Y 2.000000 Z -7.787700
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.007
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -0.603500 Y 2.000000 Z -26.114901
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.008
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 14.163200 Y 2.000000 Z -26.249399
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Window_Bars.009
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 19.400299 Y 2.000000 Z -18.619801
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Game Level File Reading Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Arch_Round_RoundColumn.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Barrel.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: BearTrap_Open.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Bookcase_Empty.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Bookcase_Full.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Chest_Gold.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Column_Round_Short.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Crate.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Curve_1.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Curve_2.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Doors_RoundArch.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Flag_RoundArch.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Floor_Diamond.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Floor_Standard.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Pot1.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Pot1_Broken.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Pot2.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Skull.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Stairs.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Stairs_2.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Statue_Fox.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Statue_Stag.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Torch_wall.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Trapdoor.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Wall.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Wall_ArchRound.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Wall_Double_Broken.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: Window_Bars.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[EVENT]	GAME LEVEL WAS LOADED TO CPU [DATA ORIENTED]
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[EVENT]	LOADING GAME LEVEL [OBJECT ORIENTED]
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Reading Game Level Text File.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Chest_Gold
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -2.605600 Y 0.000000 Z -22.567499
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: ../Level Renderer/Models/Chest_Gold.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Doors_RoundArch
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -15.005600 Y 0.000000 Z -8.749400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: ../Level Renderer/Models/Doors_RoundArch.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Statue_Fox
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -7.138900 Y 2.000000 Z -17.013300
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: ../Level Renderer/Models/Statue_Fox.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Statue_Stag
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 11.094400 Y 0.000000 Z -14.349400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: ../Level Renderer/Models/Statue_Stag.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Trapdoor
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -19.605600 Y 0.000000 Z -6.849400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: ../Level Renderer/Models/Trapdoor.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Wall_Double_Broken
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -17.210600 Y 0.000000 Z -5.949400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall_Double_Broken.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: Doors_RoundArch.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X -0.046400 Y 0.000000 Z 0.150600
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	H2B Imported: ../Level Renderer/Models/Doors_RoundArch.h2b
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Model Detected: BearTrap_Open.001
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[INFO]	Location: X 5.394400 Y 0.000000 Z -22.349400
[Thu Jun 13 18:29:04 2024] ThreadID[18524]	[MESSAGE]	Begin Importing .H2B File Data.
